line number,satellite catalog number,classification,International Designator(launch year),International Designator (launch num),International Designator (piece of launch),epoch year,epoch day,first time derivative of mean motion(ballisitc coefficient),second time derivative of mean motion(delta-dot),bstar drag term,ephemeris type,element number,checksum,inclination,right ascension of the ascending node,eccentricity,argument of perigee,mean anomaly,mean motion,revolution number at epoch,#JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,PLName,Primary,Status,Dest,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,OQUAL,AltNames
1,53988,U,22,125,AA ,23,110.69578338, .00001928, 00000+0, 13918-3,0,  999,5, 53.2148,265.7944,0001440, 80.6690,279.4465,15.08840556, 3041,S53988,-,53988,2022-125AA,A,P      O    ,Starlink 5113,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-25,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53989,U,22,125,AB ,23,110.68568344, .00002026, 00000+0, 14531-3,0,  999,3, 53.2166,265.7379,0001275, 74.4602,285.6531,15.08843588, 3034,S53989,-,53989,2022-125AB,A,P      O    ,Starlink 5115,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-26,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53990,U,22,125,AC ,23,110.69209432, .00000493, 00000+0, 49072-4,0,  999,1, 53.2153,265.7735,0001532, 67.5164,292.5991,15.08842029, 3041,S53990,-,53990,2022-125AC,A,P      O    ,Starlink 5075,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-27,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53991,U,22,125,AD ,23,110.66217428, .00004661, 00000+0, 32451-3,0,  999,6, 53.2151,253.4824,0001276, 81.2587,278.8549,15.07214343, 3058,S53991,-,53991,2022-125AD,A,P      T    ,Starlink 5118,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.541 ,     543, ,     545, , 53.22 , ,LLEO/I,Starlink Group 4-29-28,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53992,U,22,125,AE ,23,110.68472494, .00014972, 00000+0, 95662-3,0,  999,4, 53.2151,265.7260,0001320, 80.6858,279.4283,15.08845732, 3041,S53992,-,53992,2022-125AE,A,P      O    ,Starlink 5108,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-29,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53993,U,22,125,AF ,23,110.72747170, .00001932, 00000+0, 13944-3,0,  999,1, 53.2159,260.2922,0001132, 76.4621,283.6497,15.08845329, 3049,S53993,-,53993,2022-125AF,A,P      O    ,Starlink 5121,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-30,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53994,U,22,125,AG ,23,110.67367316, .00003091, 00000+0, 21218-3,0,  999,7, 53.2163,265.6593,0001021, 70.4256,289.6846,15.08847301, 3034,S53994,-,53994,2022-125AG,A,P      O    ,Starlink 5125,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-31,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53995,U,22,125,AH ,23,111.14472222, .00000307, 00000+0, 37400-4,0,  999,2, 53.2168,263.6208,0001115, 87.3968,272.7152,15.08839821, 3048,S53995,-,53995,2022-125AH,A,P      O    ,Starlink 5097,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-32,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53996,U,22,125,AJ ,23,111.13366734, .00002489, 00000+0, 17439-3,0,  999,4, 53.2157,263.5539,0001246, 70.6905,289.4221,15.08842451, 3048,S53996,-,53996,2022-125AJ,A,P      O    ,Starlink 5131,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.436 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-33,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53997,U,22,125,AK ,23,110.83655119, .00000148, 00000+0, 27375-4,0,  999,0, 53.2174,255.2798,0001234, 88.1124,272.0010,15.08843411, 3050,S53997,-,53997,2022-125AK,A,P      O    ,Starlink 5130,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-34,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53998,U,22,125,AL ,23,110.86229423, .00006174, 00000+0, 40557-3,0,  999,0, 53.2168,264.7073,0001206, 89.9658,270.1472,15.08849274, 3037,S53998,-,53998,2022-125AL,A,P      O    ,Starlink 5128,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.436 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-35,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,53999,U,22,125,AM ,23,110.74357897, .00009663, 00000+0, 62376-3,0,  999,4, 53.2170,265.3829,0001039,135.6543,224.4532,15.08876603, 3042,S53999,-,53999,2022-125AM,A,P      O    ,Starlink 5079,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-36,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54000,U,22,125,AN ,23,110.83286849, .00029475, 00000+0, 18613-2,0,  999,3, 53.2160,255.2552,0001121,102.7059,257.4059,15.08860275, 3050,S54000,-,54000,2022-125AN,A,P      O    ,Starlink 5088,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-37,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54001,U,22,125,AP ,23,111.12629123,-.00001555, 00000+0,-79642-4,0,  999,5, 53.2154,263.5097,0001163,108.2280,251.8838,15.08837825, 3046,S54001,-,54001,2022-125AP,A,P      O    ,Starlink 5105,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.436 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-38,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54002,U,22,125,AQ ,23,110.65617650, .00001064, 00000+0, 84914-4,0,  999,6, 53.2170,255.5982,0001245, 75.0440,285.0690,15.08836440, 3048,S54002,-,54002,2022-125AQ,A,P      O    ,Starlink 5109,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-39,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54003,U,22,125,AR ,23,110.86502056, .00007740, 00000+0, 50371-3,0,  999,9, 53.2157,264.7189,0001197, 65.6822,294.4295,15.08850689, 3037,S54003,-,54003,2022-125AR,A,P      O    ,Starlink 5114,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.436 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-40,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54004,U,22,125,AS ,23,111.11892730, .00003250, 00000+0, 22217-3,0,  999,0, 53.2161,263.4648,0000747,103.7502,256.3573,15.08838714, 3046,S54004,-,54004,2022-125AS,A,P      O    ,Starlink 5129,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.436 ,     539, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-41,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54005,U,22,125,AT ,23,110.72517534, .00000907, 00000+0, 75072-4,0,  999,7, 53.2168,265.2722,0001567, 91.3322,268.7849,15.08839412, 3035,S54005,-,54005,2022-125AT,A,P      O    ,Starlink 5135,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-42,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54006,U,22,125,AU ,23,110.71043292, .00011725, 00000+0, 75339-3,0,  999,7, 53.2158,265.1894,0000963, 80.0499,280.0602,15.08848537, 3034,S54006,-,54006,2022-125AU,A,P      O    ,Starlink 5096,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-43,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54007,U,22,125,AV ,23,111.11524202, .00010087, 00000+0, 65082-3,0,  999,2, 53.2159,263.4445,0000827, 92.7066,267.4021,15.08845953, 3046,S54007,-,54007,2022-125AV,A,P      O    ,Starlink 5132,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.436 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-44,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54008,U,22,125,AW ,23,110.71504430,-.00000124, 00000+0, 10271-4,0,  999,2, 53.2178,255.2393,0000970, 76.1227,283.9873,15.08838701, 3054,S54008,-,54008,2022-125AW,A,P      O    ,Starlink 5145,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-45,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54009,U,22,125,AX ,23,111.11155315, .00002640, 00000+0, 18388-3,0,  999,2, 53.2159,263.4225,0001764, 70.8580,289.2603,15.08844240, 3046,S54009,-,54009,2022-125AX,A,P      O    ,Starlink 5099,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     539, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-46,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54010,U,22,125,AY ,23,110.64142874, .00009887, 00000+0, 63818-3,0,  999,5, 53.2162,255.4985,0000895, 46.6854,313.4213,15.08854063, 3048,S54010,-,54010,2022-125AY,A,P      O    ,Starlink 5127,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-47,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54011,U,22,125,AZ ,23,110.69670532, .00013782, 00000+0, 88209-3,0,  999,8, 53.2159,255.8284,0001996, 73.3279,286.7932,15.08849015, 3048,S54011,-,54011,2022-125AZ,A,P      O    ,Starlink 5124,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-48,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54012,U,22,125,BA ,23,111.13459492, .00001190, 00000+0, 92832-4,0,  999,7, 53.2161,253.5887,0001278, 75.7338,284.3796,15.08836468, 3060,S54012,-,54012,2022-125BA,A,P      O    ,Starlink 5126,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-49,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54013,U,22,125,BB ,23,110.61204112,-.00000446, 00000+0,-99359-5,0,  999,4, 53.2168,256.0112,0001367, 96.2551,263.8597,15.08841957, 3047,S54013,-,54013,2022-125BB,A,P      O    ,Starlink 5098,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-29-50,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54014,U,22,125,BC ,23,110.67460051, .00000982, 00000+0, 79806-4,0,  999,4, 53.2172,255.6921,0001307, 90.0789,270.0353,15.08836958, 3048,S54014,-,54014,2022-125BC,A,P      O    ,Starlink 5116,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.437 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-51,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54015,U,22,125,BD ,23,110.66354207, .00002036, 00000+0, 14595-3,0,  999,4, 53.2154,255.6251,0001280, 84.4917,275.6221,15.08842283, 3048,S54015,-,54015,2022-125BD,A,P      O    ,Starlink 5055,2022 Oct  5,A10756,SPXS,US,2022 Oct  6 0056:11,In Earth orbit,-,2023 Apr 16 ,      95.438 ,     538, ,     540, , 53.21 , ,LLEO/I,Starlink Group 4-29-52,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54020,U,22,126,A  ,23,110.79754438, .00001512, 00000+0, 36339-3,0,  999,3, 54.9977,131.3195,0011971,  9.4478,350.6745,14.58311597, 2849,S54020,-,54020,2022-126A,A,P           ,Weili Kongjian 1-S5,2022 Oct  7,S54022,CENTI,CN,2022 Oct  7 1322?,In Earth orbit,-,2023 Apr 16 ,      98.745 ,     690, ,     706, , 55.00 , ,LEO/I,Centispace-1-5S,Earth,O,-,IMICAS,WN100,-,      97 , ,     97 , ,      97 , ,   1.0 ,?,  0.5 ,?,    2.0 ,?,Box + 2 pan,-,-
1,54021,U,22,126,B  ,23,111.23009343, .00006957, 00000+0, 15286-2,0,  999,7, 54.9963,129.6369,0015215, 16.5132, 79.1680,14.58343094, 2854,S54021,-,54021,2022-126B,A,P           ,Weili Kongjian 1-S6,2022 Oct  7,S54022,CENTI,CN,2022 Oct  7 1322?,In Earth orbit,-,2023 Apr 16 ,      98.748 ,     688, ,     709, , 55.00 , ,LEO/I,Centispace-1-6S,Earth,O,-,IMICAS,WN100,-,      97 , ,     97 , ,      97 , ,   1.0 ,?,  0.5 ,?,    2.0 ,?,Box + 2 pan,-,-
1,54023,U,22,127,A  ,23,110.83519075,-.00000043, 00000+0, 00000+0,0,  999,9, 98.3207,110.1761,0014770, 69.9041,290.3784,14.41806272, 2811,S54023,-,54023,2022-127A,A,P           ,GAzelle,2022 Oct  7,S54024,GACO,US,2022 Oct  7 1804:19,In Earth orbit,-,2023 Apr 16 ,      99.875 ,     742, ,     763, , 98.32 , ,LEO/S,OTB-3,Earth,O,-,GACO,GAzelle,-,     118 , ,    118 , ,     118 , ,   0.6 ,?,  0.6 ,?,    2.0 ,?,Box + 2 pan,-,ARGOS-4
1,54026,U,22,128,A  ,23,110.70093925, .00000073, 00000+0, 00000+0,0,  999,2,  0.0107,246.4167,0001756,135.6745,305.7547, 1.00270778,  218,S54026,-,54026,2022-128A,A,P           ,Galaxy 33,2022 Oct  8,S54028,INTELU,US,2022 Oct  8 2337,In Earth orbit,-,2023 Apr 16 ,    1436.107 ,   35778, ,   35794, ,  0.02 , ,GEO/S,Galaxy 33,Earth,O,-,NGISD,Geostar-2.4E,BT-4?,    3700 , ,   2500 ,?,    3700 , ,   5.0 ,?,  2.5 ,?,   23.0 ,?,Box + 2 pan,-,-
1,54027,U,22,128,B  ,23,109.78166764, .00000050, 00000+0, 00000+0,0,  999,6,  0.0154,259.0152,0002947,171.6199,289.3914, 1.00270720,  234,S54027,-,54027,2022-128B,A,P           ,Galaxy 34,2022 Oct  8,S54028,INTELU,US,2022 Oct  8 2343,In Earth orbit,-,2023 Apr 15 ,    1436.103 ,   35774, ,   35798, ,  0.02 , ,GEO/S,Galaxy 34,Earth,O,-,NGISD,Geostar-2.4E,BT-4?,    3650 , ,   2500 ,?,    3650 , ,   5.0 ,?,  2.5 ,?,   23.0 ,?,Box + 2 pan,-,-
1,54029,U,22,129,A  ,23,110.75060363, .00000553, 00000+0, 15087-3,0,  999,9, 98.2685,117.9228,0015796, 36.9419,323.2859,14.50997064, 2810,S54029,-,54029,2022-129A,A,P           ,Kuafu-1,2022 Oct  8,S54030,CAS,CN,2022 Oct  8 2355?,In Earth orbit,-,2023 Apr 16 ,      99.243 ,     711, ,     733, , 98.27 , ,LEO/S,ASO-S,Earth,O,-,CAST,ASO-S,-,     888 , ,    888 , ,     888 , ,   2.0 ,?,  1.5 ,?,    3.5 ,?,Box + 2 pan,-,-
1,54031,U,22,130,A  ,23,110.78399608,-.00000079, 00000+0, 00000+0,0,  999,3, 64.7590,354.9616,0004758,231.7575,264.2272, 2.13101066,  410,S54031,-,54031,2022-130A,A,P           ,Kosmos-2559,2022 Oct 10,S54032,VVKOV/IACG,RU,2022 Oct 10 0622?,In Earth orbit,-,2023 Apr 16 ,     675.736 ,   19117, ,   19142, , 64.76 , ,MEO,Uragan-K1 No. 17L,Earth,O,-,RESH,Ekspress-1000,AOCS,     974 , ,    800 ,?,     974 , ,   2.0 ,?,  1.0 ,?,    5.0 ,?,Box + 2 Pan,-,-
1,54033,U,22,131,A  ,23,110.51693071, .00000129, 00000+0, 00000+0,0,  999,3,  0.0126,195.0157,0000242, 41.8561,180.5305, 1.00275463,  191,S54033,-,54033,2022-131A,A,P           ,Angosat 2,2022 Oct 12,S54034,GGPEN,AO,2022 Oct 12 2144?,In Earth orbit,-,2023 Apr 16 ,    1436.125 ,   35786, ,   35788, ,  0.01 , ,GEO/S,Angosat 2,Earth,O,-,RESH,Ekspress-1000N,AOCS,    2150 , ,   1800 ,?,    2150 , ,   4.0 ,?,  2.0 ,?,   15.0 ,?,Box + 2 Pan,-,-
1,54035,U,22,132,A  ,23,111.21000179, .00019834, 00000+0, 77859-3,0,  999,8, 97.3913,119.2618,0002395, 82.2233,342.2780,15.25752091, 2897,S54035,-,54035,2022-132A,A,P           ,Huanjing Jianzai 02-05,2022 Oct 12,S54039,ZZWYZ,CN,2022 Oct 12 2308?,In Earth orbit,-,2023 Apr 16 ,      94.392 ,     487, ,     490, , 97.39 , ,LLEO/S,5m S-SAR 01,Earth,O,-,DFHZ,CAST-2000,-,     510 , ,    510 , ,     510 , ,   1.4 , ,  1.0 , ,    4.0 ,?,Box + 2 Pan,-,-
1,54042,U,22,133,A  ,23,110.86527604, .00025240, 00000+0, 96701-3,0,  999,9, 34.9988,182.3262,0014079,217.6649,142.3081,15.25522330, 2870,S54042,-,54042,2022-133A,A,P           ,Yaogan 36 02 zu 01 xing,2022 Oct 14,S54046,CASC,CN,2022 Oct 14 1927?,In Earth orbit,-,2023 Apr 14 ,      94.412 ,     480, ,     499, , 35.00 , ,LLEO/I,Yaogan 36-02 A,Earth,O,-,DFHZ,-,-,     300 ,?,    300 ,?,     300 ,?,   2.5 ,?,  2.5 , ,    5.0 ,?,Box + 2 Pan,-,-
1,54043,U,22,133,B  ,23,110.69375326, .00022862, 00000+0, 87659-3,0,  999,2, 35.0010,183.3994,0012243,200.9169,298.2563,15.25535129, 2868,S54043,-,54043,2022-133B,A,P           ,Yaogan 36 02 zu 02 xing,2022 Oct 14,S54046,CASC,CN,2022 Oct 14 1927?,In Earth orbit,-,2023 Apr 16 ,      94.405 ,     481, ,     498, , 35.00 , ,LLEO/I,Yaogan 36-02 B,Earth,O,-,DFHZ,-,-,     300 ,?,    300 ,?,     300 ,?,   2.5 ,?,  2.5 , ,    5.0 ,?,Box + 2 Pan,-,-
1,54045,U,22,133,D  ,23,110.49338587, .00026001, 00000+0, 10081-2,0,  999,3, 34.9969,184.6072,0009249,187.5230,307.3758,15.25175865, 2865,S54045,-,54045,2022-133D,A,P           ,Yaogan 36 02 zu 03 xing,2022 Oct 14,S54046,CASC,CN,2022 Oct 14 1927?,In Earth orbit,-,2023 Apr 16 ,      94.401 ,     482, ,     496, , 35.00 , ,LLEO/I,Yaogan 36-02 C,Earth,O,-,SAST,-,-,     300 ,?,    300 ,?,     300 ,?,   2.5 ,?,  2.5 , ,    5.0 ,?,Box + 2 Pan,-,-
1,54048,U,22,134,A  ,23,110.87091234,-.00000006, 00000+0, 00000+0,0,  999,9,  0.0658,298.1374,0001584, 45.4160,179.1240, 1.00271108,  190,S54048,-,54048,2022-134A,A,P           ,EUTELSAT HOT BIRD 13F,2022 Oct 15,S54049,EUTSA,F,2022 Oct 15 0558,In Earth orbit,-,2023 Apr 16 ,    1436.096 ,   35780, ,   35792, ,  0.07 , ,GEO/S,HotBird 13F,Earth,O,-,ADST,Eurostar NEO,PPS-5000,    4476 , ,   4200 ,?,    4476 , ,   7.0 ,?,  3.0 ,?,   40.0 ,?,Box + 2 Pan,-,-
1,54051,U,22,136,A  ,23,111.16225023,-.00001696, 00000+0,-88522-4,0,  999,0, 53.2187, 33.8323,0000796,103.1180,256.9901,15.08826297, 2827,S54051,-,54051,2022-136A,A,P      O    ,Starlink 5195,2022 Oct 20,A10764,SPXS,US,2022 Oct 20 1506:09,In Earth orbit,-,2023 Apr 16 ,      95.440 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-36-01,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54052,U,22,136,B  ,23,110.05450298, .00001956, 00000+0, 14096-3,0,  999,3, 53.2179,358.3766,0001048, 88.8945,271.2167,15.08835883, 2868,S54052,-,54052,2022-136B,A,P      T    ,Starlink 5189,2022 Oct 20,A10764,SPXS,US,2022 Oct 20 1506:09,In Earth orbit,-,2023 Apr 16 ,      95.506 ,     542, ,     544, , 53.22 , ,LLEO/I,Starlink Group 4-36-02,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54053,U,22,136,C  ,23,111.15856675, .00008080, 00000+0, 52537-3,0,  999,2, 53.2178, 33.8114,0001824, 80.5041,279.6157,15.08824487, 2827,S54053,-,54053,2022-136C,A,P      O    ,Starlink 5176,2022 Oct 20,A10764,SPXS,US,2022 Oct 20 1506:09,In Earth orbit,-,2023 Apr 16 ,      95.441 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-36-03,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54054,U,22,136,D  ,23,111.15119154, .00000107, 00000+0, 24779-4,0,  999,7, 53.2181, 33.7676,0001137,104.6291,255.4827,15.08836025, 2827,S54054,-,54054,2022-136D,A,P      O    ,Starlink 5163,2022 Oct 20,A10764,SPXS,US,2022 Oct 20 1506:09,In Earth orbit,-,2023 Apr 16 ,      95.440 ,     538, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-36-04,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,54055,U,22,136,E  ,23,111.15487565, .00006177, 00000+0, 40591-3,0,  999,4, 53.2183, 33.7897,0001244,112.5323,247.5801,15.08834133, 2827,S54055,-,54055,2022-136E,A,P      O    ,Starlink 5158,2022 Oct 20,A10764,SPXS,US,2022 Oct 20 1506:09,In Earth orbit,-,2023 Apr 16 ,      95.441 ,     539, ,     540, , 53.22 , ,LLEO/I,Starlink Group 4-36-05,Earth,O,-,SPXS,Starlink,-,     305 , ,    290 ,?,     305 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
